id,date,error,region,calcurve,Period,Site,Feature
gw221,2520,50,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-44
gw222,2430,50,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-45
gw223,2460,50,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-46
gw224,2500,50,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-50
gw225,2845,36,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-54
gw226,3068,39,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-56
gw228,2511,43,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-58
gw227,3110,60,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,C-1
gw168,2860,36,Gangwon,intcal13,Mumun,Hongcheon Hahwagyeri,Mumun 1
gw163,2940,60,Gangwon,intcal13,Mumun,Hongcheon Oesampori,1
gw164,2810,50,Gangwon,intcal13,Mumun,Hongcheon Oesampori,2
gw165,3080,60,Gangwon,intcal13,Mumun,Hongcheon Oesampori,3
gw166,2820,50,Gangwon,intcal13,Mumun,Hongcheon Oesampori,4
gw167,3120,80,Gangwon,intcal13,Mumun,Hongcheon Oesampori,5
neo013,4430,29,Gangwon,intcal13,Chulmun,Hongcheon Sungsanri,Chulmun pit house
gw334,2500,29,Gangwon,intcal13,Mumun,Hongcheon Sungsanri,Mumun 2
neo024,4100,80,Gangwon,intcal13,Chulmun,Hongcheon Yeoknaeri,1
neo021,4190,60,Gangwon,intcal13,Chulmun,Hongcheon Yeoknaeri,2
neo016,4350,60,Gangwon,intcal13,Chulmun,Hongcheon Yeoknaeri,3
cc203,2510,60,Chungcheong,intcal13,Mumun,Hongseong Bongsinri,KC-003
cc204,2460,50,Chungcheong,intcal13,Mumun,Hongseong Bongsinri,KC-004
cc205,2560,50,Chungcheong,intcal13,Mumun,Hongseong Bongsinri,KC-005
cc206,2420,50,Chungcheong,intcal13,Mumun,Hongseong Bongsinri,KC-010
cc207,2600,50,Chungcheong,intcal13,Mumun,Hongseong Bongsinri,KC-011
cc208,2960,50,Chungcheong,intcal13,Mumun,Hongseong Bongsinri,KC-014
cc209,2760,50,Chungcheong,intcal13,Mumun,Hongseong Bongsinri,KC-017
cc210,2640,50,Chungcheong,intcal13,Mumun,Hongseong Daedongri,KC-002
cc211,2690,50,Chungcheong,intcal13,Mumun,Hongseong Daedongri,KC-005
cc82,2704,18,Chungcheong,intcal13,Mumun,Hongseong Namjangri,5
cc83,2660,40,Chungcheong,intcal13,Mumun,Hongseong Namjangri,12
cc84,2790,40,Chungcheong,intcal13,Mumun,Hongseong Namjangri,17
cc81,2810,70,Chungcheong,intcal13,Mumun,Hongseong Namjangri,Namjang Zone 2 no 4
cc306,2926,36,Chungcheong,intcal13,Mumun,Hongseong Songwolri,1
neo145,4448,32,Chungcheong,intcal13,Chulmun,Hongseong Songwolri,Chulmun 1
gw396,2650,40,Gangwon,intcal13,Mumun,Hwacheon City Road 3-2 construction site,2
gw397,2420,40,Gangwon,intcal13,Mumun,Hwacheon City Road 3-2 construction site,3
gw398,2660,40,Gangwon,intcal13,Mumun,Hwacheon City Road 3-2 construction site,5
gw399,2570,40,Gangwon,intcal13,Mumun,Hwacheon City Road 3-2 construction site,6
gw179,2660,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri,5
gw180,3280,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri,6
gw173,2540,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri,10
gw170,2670,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri,16
gw171,2536,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri,17
gw172,2560,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri,18
gw174,2610,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri,19
gw175,2610,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri,20
gw176,2630,50,Gangwon,intcal13,Mumun,Hwacheon Guryerri,22
gw169,2620,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri,24
gw177,2580,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri,27
gw178,2520,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri,28
gw309,2770,50,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 18
gw317,2477,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 24
gw318,2459,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 26
gw319,2504,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 29
gw320,2393,34,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 30
gw321,2885,41,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 34
gw310,2610,60,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 37
gw322,2440,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 37
gw311,2530,50,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 38
gw323,2480,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 38
gw312,2859,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 41
gw324,2960,50,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 41
gw313,2340,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 42
gw314,2945,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 43
gw325,2880,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 43
gw326,2480,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 50
gw315,2900,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 54
gw327,2850,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 54
gw316,3130,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 61
gw328,2522,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 66
gw329,2335,29,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 70
gw330,2920,50,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 71
gw331,2400,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 74
gw332,2790,50,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 75
gw333,2600,40,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-3,Mumun 77
gw382,2455,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 15
gw383,2855,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 18
gw384,2565,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 20
gw385,2795,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 21
gw386,2480,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 23
gw387,2520,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 26
gw388,2480,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 30
gw389,2865,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 33
gw390,2815,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 35
gw379,2450,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 5
gw380,2495,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 6
gw381,2525,20,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-4-B,Mumun 9
neo001,5040,50,Gangwon,intcal13,Chulmun,Hwacheon Guryerri 1-5,Chulmun 1
gw367,2637,29,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 10
gw368,2432,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 12
gw369,2449,38,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 13
gw370,2755,36,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 19
gw360,2570,29,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 2
gw371,2521,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 25
gw372,2411,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 26
gw373,2870,36,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 29
gw361,2515,34,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 3
gw374,2430,36,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 37
gw362,2415,29,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 4
gw375,2398,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 42
gw376,2456,29,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 45
gw377,2454,32,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 46
gw363,2820,29,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 5
gw378,3026,34,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 50
gw364,2465,29,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 6
gw365,2340,29,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 7
gw366,2405,29,Gangwon,intcal13,Mumun,Hwacheon Guryerri 1-5,Mumun 9
gw337,2315,29,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",8
gw338,2527,29,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",9
gw339,2560,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",16
gw340,2860,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",28
gw350,2770,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",32
gw341,2690,29,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",33
gw342,2330,29,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",34
gw351,2390,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",37
gw343,2646,29,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",38
gw352,2740,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",39
gw344,2375,29,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",45
gw345,2310,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",46
gw346,2450,29,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",49
gw347,2430,50,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",62
gw354,2450,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",82
gw355,2350,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",83
gw356,2300,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",91
gw357,2440,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",93
gw358,2400,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",100
gw348,2830,29,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",101
gw349,2435,36,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",102
gw359,2470,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",105
gw353,2460,40,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",117
gw336,2486,21,Gangwon,intcal13,Mumun,"Hwacheon Guryerri A, C-F",Zone 1-4 pit house 2
gw204,2825,20,Gangwon,intcal13,Mumun,Hwacheon Woncheonri,Mumun 7
gw181,2520,20,Gangwon,intcal13,Mumun,Hwacheon Yongamri,5
gw183,2620,20,Gangwon,intcal13,Mumun,Hwacheon Yongamri,8
gw184,2465,25,Gangwon,intcal13,Mumun,Hwacheon Yongamri,9
gw185,2510,20,Gangwon,intcal13,Mumun,Hwacheon Yongamri,10
gw186,2550,25,Gangwon,intcal13,Mumun,Hwacheon Yongamri,11
gw187,2750,20,Gangwon,intcal13,Mumun,Hwacheon Yongamri,12
gw182,2510,25,Gangwon,intcal13,Mumun,Hwacheon Yongamri,15
gw188,2480,20,Gangwon,intcal13,Mumun,Hwacheon Yongamri,17
gw189,2580,20,Gangwon,intcal13,Mumun,Hwacheon Yongamri,18
gw190,2555,20,Gangwon,intcal13,Mumun,Hwacheon Yongamri,21
cc1,2420,30,Chungcheong,intcal13,Mumun,Hwangtanri,KC-003
cc2,2750,40,Chungcheong,intcal13,Mumun,Hwangtanri,KC-005
cc3,2470,50,Chungcheong,intcal13,Mumun,Hwangtanri,KC-006
hn180,2630,40,Honam,intcal13,Mumun,Hwasoon Naepyungri 1,Mumun 2
hn181,2740,40,Honam,intcal13,Mumun,Hwasoon Naepyungri 1,Mumun 3
hn182,2720,50,Honam,intcal13,Mumun,Hwasoon Naepyungri 1,Mumun 5
hn183,2650,40,Honam,intcal13,Mumun,Hwasoon Naepyungri 1,Mumun 6
hn184,2550,60,Honam,intcal13,Mumun,Hwasoon Naepyungri 1,Mumun 7
gg282,2710,29,Gyeonggi,intcal13,Mumun,Hwasung Bansongri Mumun Settlement,no 14
gg278,2479,26,Gyeonggi,intcal13,Mumun,Hwasung Bansongri Mumun Settlement,no 2
gg279,2460,40,Gyeonggi,intcal13,Mumun,Hwasung Bansongri Mumun Settlement,no 5
gg280,2508,32,Gyeonggi,intcal13,Mumun,Hwasung Bansongri Mumun Settlement,no 8
gg281,2817,32,Gyeonggi,intcal13,Mumun,Hwasung Bansongri Mumun Settlement,no 9
gg283,2490,40,Gyeonggi,intcal13,Mumun,Hwasung Banwoldong,PRI-53
gg305,3140,80,Gyeonggi,intcal13,Mumun,Hwasung Cheoncheonri,no 11
gg302,2879,22,Gyeonggi,intcal13,Mumun,Hwasung Cheoncheonri,no 6
gg303,2816,27,Gyeonggi,intcal13,Mumun,Hwasung Cheoncheonri,no 7
gg304,2509,49,Gyeonggi,intcal13,Mumun,Hwasung Cheoncheonri,no 9-2
gg270,2910,43,Gyeonggi,intcal13,Mumun,Hwasung Gogeumsan,Mumun 1
gg271,2818,29,Gyeonggi,intcal13,Mumun,Hwasung Guemuiri,no 1
neo063,4666,15,Gyeonggi,intcal13,Chulmun,Hwasung Hyangnam 2,Chulmun 1
gg301,2970,50,Gyeonggi,intcal13,Mumun,Hwasung Jungmunri,Zone 1 pit house
gg272,2670,29,Gyeonggi,intcal13,Mumun,Hwasung Namyangdong,Zone 1 Mumun 1
gg273,2790,50,Gyeonggi,intcal13,Mumun,Hwasung Namyangdong,Zone 4 Mumun 3
gg274,2800,29,Gyeonggi,intcal13,Mumun,Hwasung Namyangdong,Zone 5 Mumun 1
gg275,2817,29,Gyeonggi,intcal13,Mumun,Hwasung Namyangdong,Zone 5 Mumun 2
gg276,2714,29,Gyeonggi,intcal13,Mumun,Hwasung Namyangdong,Zone 6 Mumun 3
gg277,2797,29,Gyeonggi,intcal13,Mumun,Hwasung Namyangdong,Zone 6 Mumun 4
neo077,4540,50,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 13
neo053,4720,50,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 15
neo051,4730,50,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 18
neo066,4650,40,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 19
neo089,4400,70,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 2
neo064,4660,36,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 23
neo049,4740,36,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 24
neo059,4690,50,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 25
neo030,4970,50,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 5
neo069,4630,40,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 6
neo038,4850,50,Gyeonggi,intcal13,Chulmun,Hwasung Seokgyori,no 7
gg284,2860,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 1
gg288,2740,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 13
gg289,2640,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 14
gg290,2900,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 15
gg291,2720,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 20
gg292,2850,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 21
gg293,2760,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 23
gg294,2640,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 25
gg295,2733,29,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 26
gg296,2760,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 28
gg297,2630,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 29
gg285,2660,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 3
gg298,2810,36,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 33
gg299,2920,60,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 34
gg300,2700,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 35
gg286,2831,36,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 6
gg287,2780,50,Gyeonggi,intcal13,Mumun,Hwasung Xangsongri,Mumun 9
gg162,2436,36,Gyeonggi,intcal13,Mumun,Icheon Suhari,B-4
hn159,2430,36,Honam,intcal13,Mumun,Iksan Eoryangri,no 4
hn213,2362,33,Honam,intcal13,Mumun,Iksan Heungamri,no 1
hn63,2804,39,Honam,intcal13,Mumun,Iksan Mohyundong,Seomdari no 2
neo159,4439,15,Honam,intcal13,Chulmun,Iksan Sinyongri Gadjeom,no 1
hn193,2470,40,Honam,intcal13,Mumun,Iksan Songhakri,no 1
hn194,2330,40,Honam,intcal13,Mumun,Iksan Songhakri,no 2
hn168,2850,15,Honam,intcal13,Mumun,Iksan Yonggiri 1,no 1
hn169,2770,20,Honam,intcal13,Mumun,Iksan Yonggiri 1,no 2
hn170,2915,20,Honam,intcal13,Mumun,Iksan Yonggiri 1,no 3
hn171,2805,25,Honam,intcal13,Mumun,Iksan Yonggiri 1,no 4
hn172,2480,20,Honam,intcal13,Mumun,Iksan Yonggiri 1,no 6
hn141,2500,43,Honam,intcal13,Mumun,Imsil Mangwolchon,1
hn140,2208,43,Honam,intcal13,Mumun,Imsil Mangwolchon,2
neo095,4333,56,Gyeonggi,intcal13,Chulmun,Incheon Eulwangdong,A-1
neo091,4385,36,Gyeonggi,intcal13,Chulmun,Incheon Gyungseodong,II-1
neo094,4340,50,Gyeonggi,intcal13,Chulmun,Incheon Gyungseodong,II-2
gg163,3120,29,Gyeonggi,intcal13,Mumun,Incheon Gyungseodong,III-1
neo121,3740,50,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 21 Chulmun 22
neo118,3924,36,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 21 Chulmun 27
neo101,4240,50,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 21 Chulmun 29
neo096,4330,50,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 21 Chulmun 30
neo084,4460,50,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 21 Chulmun 31
neo103,4190,50,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 23 Chulmun 12
neo110,4030,50,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 23 Chulmun 24
neo098,4260,50,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 23 Chulmun 25
neo114,3990,50,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 23 Chulmun 4
neo104,4180,50,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 23 Chulmun 5
neo088,4410,50,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong,District 23 Chulmun 6
gg188,2500,50,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 1
gg191,2510,50,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 14
gg192,2510,50,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 15
gg193,2600,60,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 19
gg189,2615,39,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 2
gg194,2480,50,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 20
gg195,2710,50,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 25
gg196,2650,80,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 27
gg197,2750,50,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 29
gg198,2630,50,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 30
gg199,2380,50,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 32
gg200,2430,50,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 34
gg190,2950,90,Gyeonggi,intcal13,Mumun,Incheon Jungsandong,Mumun 5
neo123,3730,80,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong(Chungang),Chulmun 2-1
neo125,3662,39,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong(Chungang),Chulmun 2-2
neo099,4260,60,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong(Chungang),Chulmun 2-3
neo124,3700,36,Gyeonggi,intcal13,Chulmun,Incheon Jungsandong(Chungang),Chulmun 7-1
neo067,4631,39,Gyeonggi,intcal13,Chulmun,Incheon Sammokdo 3,no 11
neo083,4468,32,Gyeonggi,intcal13,Chulmun,Incheon Sammokdo 3,no 9
neo082,4500,60,Gyeonggi,intcal13,Chulmun,Incheon Unbukdong,I-1
neo100,4240,50,Gyeonggi,intcal13,Chulmun,Incheon Unbukdong,II-3
neo087,4430,60,Gyeonggi,intcal13,Chulmun,Incheon Unbukdong,VI-10
neo092,4380,50,Gyeonggi,intcal13,Chulmun,Incheon Unbukdong,VI-3
neo126,3480,50,Gyeonggi,intcal13,Chulmun,Incheon Unbukdong,VI-7
neo034,4880,50,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-11
neo057,4691,41,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-14
neo076,4550,80,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-16
neo090,4390,70,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-18
neo031,4920,80,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-21
neo036,4870,50,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-25
neo032,4910,50,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-26
neo027,5040,50,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-3
neo028,4990,60,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-30
neo060,4680,50,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-40
neo048,4750,70,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-42
neo061,4680,50,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-45
neo044,4780,50,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-48
neo068,4630,50,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-56
neo128,3360,60,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 1,I-2-57
neo045,4780,60,Gyeonggi,intcal13,Chulmun,Incheon Unseodong 2,III-1
gg166,3140,50,Gyeonggi,intcal13,Mumun,Incheon Unseodong 2,III-2
gg167,3370,50,Gyeonggi,intcal13,Mumun,Incheon Unseodong 2,III-5
gg168,2745,43,Gyeonggi,intcal13,Mumun,Incheon Wondangdong,no 3
gg169,2403,28,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ga-1
gg174,2690,60,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ga-12
gg175,3035,36,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ga-16
gg176,2860,80,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ga-18
gg177,2600,40,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ga-19
gg170,2850,60,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ga-2
gg171,2560,80,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ga-3
gg172,2370,40,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ga-6
gg173,2630,40,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ga-9
gg178,2510,60,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Na-1
gg179,2550,40,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Na-2
gg180,2870,50,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Na-3
gg181,2920,60,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Na-4
gg182,2870,80,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Na-6
gg183,2900,80,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Na-7
gg184,2800,36,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ra-1
gg185,2519,34,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ra-2
gg186,2732,32,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ra-3
gg187,2430,60,Gyeonggi,intcal13,Mumun,Incheon Wondangdong 2,Ra-4
neo102,4232,39,Gyeonggi,intcal13,Chulmun,Incheon Yeongjongdo,no 2
gg164,2465,36,Gyeonggi,intcal13,Mumun,Incheon Yeongjongdo,no 6
gg165,2525,32,Gyeonggi,intcal13,Mumun,Incheon Yeongjongdo,no 7
neo106,4140,50,Gyeonggi,intcal13,Chulmun,Incheon Yeongjongdo,no 7
cc234,2980,90,Chungcheong,intcal13,Mumun,Jangcheokri,no 1
cc233,2555,29,Chungcheong,intcal13,Mumun,Jangcheokri,no 3
hn123,2280,40,Honam,intcal13,Mumun,Jangheung Galdu 2,no 5
hn124,2520,40,Honam,intcal13,Mumun,Jangheung Galdu 2,no 8
hn129,2727,25,Honam,intcal13,Mumun,Jangheung Samsanri Hwasan,1
hn127,2926,17,Honam,intcal13,Mumun,Jangheung Samsanri Hwasan,2
hn125,2460,50,Honam,intcal13,Mumun,Jangheung Samsanri Hwasan,3
hn126,2490,40,Honam,intcal13,Mumun,Jangheung Samsanri Hwasan,4
hn128,2370,40,Honam,intcal13,Mumun,Jangheung Samsanri Hwasan,7
hn15,2520,43,Honam,intcal13,Mumun,Jangheung Sinpung,1
hn16,2450,80,Honam,intcal13,Mumun,Jangheung Sinpung,2
hn17,2604,47,Honam,intcal13,Mumun,Jangheung Sinpung,3
hn18,2433,24,Honam,intcal13,Mumun,Jangheung Sinpung,14
hn19,2490,60,Honam,intcal13,Mumun,Jangheung Sinpung,21
hn20,2460,60,Honam,intcal13,Mumun,Jangheung Sinpung,24
hn21,2530,40,Honam,intcal13,Mumun,Jangheung Sinpung,27
hn22,2560,80,Honam,intcal13,Mumun,Jangheung Sinpung,40
